pickup_DT,fare_amount
2014-11-24 09:50:20,6.16
2014-11-24 09:50:20,15.21
2015-02-17 12:29:52,6.88
2015-02-17 12:29:52,7.93
2015-02-17 12:29:52,13.46
2015-02-17 12:29:52,5.54
2010-02-21 21:57:20,7.06
2010-02-21 21:57:20,5.96
2010-09-20 16:48:00,12.24
2010-09-20 16:48:00,5.77
2010-09-20 16:48:00,7.63
2010-09-20 16:48:00,10.7
2010-09-20 16:48:00,8.43
2010-09-20 16:48:00,9.07
2010-09-20 16:48:00,11.46
2010-09-20 16:48:00,29.0
2010-09-20 16:48:00,16.87
2010-09-20 16:48:00,7.51
2010-09-20 16:48:00,6.12
2010-09-20 16:48:00,48.85
2010-09-20 16:48:00,21.22
2010-09-20 16:48:00,6.23
2010-09-20 16:48:00,8.2
2010-09-20 16:48:00,5.89
2010-09-20 16:48:00,7.07
2010-09-20 16:48:00,13.09
2010-09-20 16:48:00,11.53
2010-09-20 16:48:00,25.95
2010-09-20 16:48:00,17.51
2010-09-20 16:48:00,26.63
2010-09-20 16:48:00,10.44
2010-09-20 16:48:00,10.06
2010-09-20 16:48:00,32.39
2010-09-20 16:48:00,5.54
2010-09-20 16:48:00,43.73
2010-09-20 16:48:00,12.26
2010-09-20 16:48:00,8.8
2010-09-20 16:48:00,6.48
2010-09-20 16:48:00,13.78
2010-09-20 16:48:00,12.94
2010-09-20 16:48:00,6.38
2010-09-20 16:48:00,9.52
2010-09-20 16:48:00,6.47
2010-09-20 16:48:00,47.96
2010-09-20 16:48:00,23.54
2010-09-20 16:48:00,33.7
2010-09-20 16:48:00,8.9
2010-09-20 16:48:00,9.66
2010-09-20 16:48:00,28.42
2010-09-20 16:48:00,7.79
2010-09-20 16:48:00,10.23
2010-09-20 16:48:00,9.57
2010-09-20 16:48:00,5.77
2010-09-20 16:48:00,8.78
2010-09-20 16:48:00,9.46
2010-09-20 16:48:00,28.1
2010-09-20 16:48:00,9.23
2010-09-20 16:48:00,5.48
2010-09-20 16:48:00,15.13
2010-09-20 16:48:00,10.06
2010-09-20 16:48:00,17.2
2010-09-20 16:48:00,8.27
2010-09-20 16:48:00,28.03
2010-09-20 16:48:00,6.46
2010-09-20 16:48:00,16.23
2010-09-20 16:48:00,15.03
2010-09-20 16:48:00,14.13
2010-09-20 16:48:00,33.43
2010-09-20 16:48:00,9.15
2010-09-20 16:48:00,6.55
2010-09-20 16:48:00,7.19
2010-09-20 16:48:00,30.83
2010-09-20 16:48:00,29.91
2010-09-20 16:48:00,7.65
2010-09-20 16:48:00,12.17
2010-09-20 16:48:00,5.94
2010-09-20 16:48:00,7.05
2010-09-20 16:48:00,8.98
2010-09-20 16:48:00,13.93
2010-09-20 16:48:00,6.42
2010-09-20 16:48:00,19.94
2010-09-20 16:48:00,13.46
2010-09-20 16:48:00,17.21
2010-09-20 16:48:00,9.33
2010-09-20 16:48:00,25.51
2010-09-20 16:48:00,9.43
2010-09-20 16:48:00,16.11
2010-09-20 16:48:00,12.37
2010-09-20 16:48:00,12.41
2010-09-20 16:48:00,7.43
2010-09-20 16:48:00,16.93
2010-09-20 16:48:00,5.64
2010-09-20 16:48:00,12.77
2010-09-20 16:48:00,6.2
2010-09-20 16:48:00,13.26
2010-09-20 16:48:00,12.1
2010-09-20 16:48:00,14.4
2010-09-20 16:48:00,7.47
2010-09-20 16:48:00,8.61
2010-09-20 16:48:00,12.75
2010-09-20 16:48:00,11.75
2010-09-20 16:48:00,14.85
2010-09-20 16:48:00,7.65
2010-09-20 16:48:00,18.99
2010-09-20 16:48:00,26.84
2010-09-20 16:48:00,14.67
2010-09-20 16:48:00,7.59
2010-09-20 16:48:00,12.33
2010-09-20 16:48:00,11.99
2012-04-01 22:22:28,6.29
2012-03-05 09:19:32,7.92
2012-03-05 09:19:32,6.8
2012-03-05 09:19:32,40.58
2012-03-05 09:19:32,10.64
2012-03-05 09:19:32,7.17
2012-08-20 14:47:36,7.16
2012-08-20 14:47:36,36.12
2011-12-01 01:36:08,6.37
2013-06-21 11:33:28,7.15
2013-06-21 11:33:28,6.57
2013-06-21 11:33:28,5.4
2013-06-21 11:33:28,13.58
2013-04-10 11:33:28,14.12
2013-04-10 11:33:28,9.89
2014-03-29 14:59:28,7.36
2014-03-29 14:59:28,6.43
2010-04-05 06:01:24,8.02
2014-12-01 00:12:44,21.15
2012-08-01 18:54:24,8.84
2012-08-01 18:54:24,6.03
2012-08-01 18:54:24,7.32
2013-07-13 18:28:20,7.7
2013-07-13 18:28:20,5.55
2013-07-13 18:28:20,8.25
2013-07-13 18:28:20,7.78
2014-03-06 04:23:32,9.47
2014-10-07 19:04:08,13.68
2014-10-07 19:04:08,9.89
2014-10-07 19:04:08,15.39
2014-10-07 19:04:08,5.3
2013-08-21 09:32:24,10.21
2013-08-21 09:32:24,10.54
2013-08-21 09:32:24,6.99
2015-01-26 07:13:44,7.98
2015-01-26 07:13:44,8.16
2015-01-26 07:13:44,8.09
2015-01-26 07:13:44,11.0
2009-03-16 09:55:24,7.7
2009-03-16 09:55:24,6.12
2009-03-16 09:55:24,10.94
2009-03-16 09:55:24,7.9
2009-03-16 09:55:24,5.56
2011-03-06 21:01:00,6.59
2011-03-06 21:01:00,5.41
2011-03-06 21:01:00,6.43
2011-03-06 21:01:00,6.83
2011-03-06 21:01:00,6.02
2011-03-06 21:01:00,13.13
2011-03-06 21:01:00,10.56
2011-03-06 21:01:00,8.84
2011-03-06 21:01:00,10.29
2011-03-06 21:01:00,6.78
2011-03-06 21:01:00,7.16
2011-03-06 21:01:00,10.18
2011-03-06 21:01:00,7.55
2011-03-06 21:01:00,5.24
2011-03-06 21:01:00,21.0
2011-03-06 21:01:00,15.55
2011-03-06 21:01:00,12.38
2011-03-06 21:01:00,11.04
2011-03-06 21:01:00,8.43
2011-03-06 21:01:00,11.29
2011-03-06 21:01:00,14.3
2011-03-06 21:01:00,6.01
2011-03-06 21:01:00,7.39
2011-03-06 21:01:00,9.51
2011-03-06 21:01:00,7.83
2011-03-06 21:01:00,6.28
2011-03-06 21:01:00,8.62
2011-03-06 21:01:00,6.55
2011-03-06 21:01:00,6.51
2011-03-06 21:01:00,28.44
2011-03-06 21:01:00,17.46
2011-03-06 21:01:00,11.18
2011-03-06 21:01:00,29.25
2011-03-06 21:01:00,10.89
2011-03-06 21:01:00,16.29
2011-03-06 21:01:00,19.01
2011-03-06 21:01:00,5.93
2011-03-06 21:01:00,14.22
2011-03-06 21:01:00,4.75
2011-03-06 21:01:00,8.83
2011-03-06 21:01:00,7.0
2011-03-06 21:01:00,5.33
2011-03-06 21:01:00,45.47
2011-03-06 21:01:00,7.6
2011-03-06 21:01:00,48.71
2011-03-06 21:01:00,14.02
2011-03-06 21:01:00,7.69
2011-03-06 21:01:00,9.81
2011-03-06 21:01:00,12.27
2011-03-06 21:01:00,10.47
2011-03-06 21:01:00,7.93
2011-03-06 21:01:00,10.92
2011-03-06 21:01:00,9.71
2011-03-06 21:01:00,5.4
2011-03-06 21:01:00,5.76
2011-03-06 21:01:00,5.55
2011-03-06 21:01:00,10.66
2011-03-06 21:01:00,6.24
2011-03-06 21:01:00,12.03
2011-03-06 21:01:00,8.93
2011-03-06 21:01:00,11.45
2011-03-06 21:01:00,5.89
2011-03-06 21:01:00,5.19
2011-03-06 21:01:00,10.07
2011-03-06 21:01:00,9.34
2011-03-06 21:01:00,7.44
2011-03-06 21:01:00,7.6
2011-03-06 21:01:00,5.27
2011-03-06 21:01:00,7.24
2011-03-06 21:01:00,14.77
2011-03-06 21:01:00,6.74
2011-03-06 21:01:00,9.13
2011-03-06 21:01:00,5.74
2011-03-06 21:01:00,28.6
2011-03-06 21:01:00,19.4
2011-03-06 21:01:00,6.55
2011-03-06 21:01:00,9.1
2011-03-06 21:01:00,6.7
2011-03-06 21:01:00,14.4
2011-03-06 21:01:00,6.87
2011-03-06 21:01:00,12.1
2011-03-06 21:01:00,7.2
2011-03-06 21:01:00,6.88
2011-03-06 21:01:00,14.59
2011-03-06 21:01:00,6.03
2011-03-06 21:01:00,6.79
2011-03-06 21:01:00,12.96
2011-03-06 21:01:00,10.94
2011-03-06 21:01:00,6.02
2011-03-06 21:01:00,8.03
2011-03-06 21:01:00,11.06
2011-03-06 21:01:00,8.82
2011-03-06 21:01:00,16.09
2011-03-06 21:01:00,10.75
2011-03-06 21:01:00,5.23
2011-03-06 21:01:00,6.88
2009-09-04 20:52:28,6.31
2009-09-04 20:52:28,6.73
2009-09-04 20:52:28,5.95
2009-09-04 20:52:28,4.63
2013-09-25 05:52:12,11.82
2013-09-25 05:52:12,25.07
2010-04-16 10:32:24,8.45
2010-04-16 10:32:24,30.62
2011-10-12 07:24:40,11.03
2011-10-12 07:24:40,8.47
2011-10-12 07:24:40,22.51
2010-06-13 13:34:56,8.72
2011-11-20 02:39:04,22.14
2011-11-20 02:39:04,6.09
2010-12-13 06:42:16,5.5
2010-12-13 06:42:16,11.7
2009-11-24 08:58:48,8.33
2009-11-24 08:58:48,5.52
2009-11-24 08:58:48,10.49
2009-11-24 08:58:48,9.76
2009-11-24 08:58:48,8.74
2009-11-24 08:58:48,9.75
2014-09-22 07:14:16,14.77
2011-05-30 09:32:56,7.56
2012-09-21 05:41:36,10.47
2010-11-22 19:30:04,9.51
2010-11-22 19:30:04,12.26
2010-10-05 02:09:00,7.07
2010-10-05 02:09:00,21.58
2010-10-05 02:09:00,13.41
2010-10-05 02:09:00,21.31
2010-10-05 02:09:00,21.33
2010-10-05 02:09:00,14.01
2010-10-05 02:09:00,11.02
2010-10-05 02:09:00,6.16
2010-10-05 02:09:00,19.37
2010-10-05 02:09:00,21.46
2010-10-05 02:09:00,4.69
2010-10-05 02:09:00,9.59
2010-10-05 02:09:00,7.1
2010-10-05 02:09:00,15.58
2010-10-05 02:09:00,8.04
2010-10-05 02:09:00,18.86
2010-10-05 02:09:00,6.87
2014-08-23 16:30:24,7.49
2014-08-23 16:30:24,6.33
2012-03-15 08:17:36,8.48
2012-03-15 08:17:36,6.12
2012-03-15 08:17:36,18.5
2012-03-15 08:17:36,17.59
2012-03-15 08:17:36,5.73
2013-10-04 02:53:20,7.97
2013-10-04 02:53:20,6.51
2009-03-28 15:09:20,9.19
2009-03-28 15:09:20,17.22
2009-03-28 15:09:20,16.62
2012-01-25 22:43:44,11.79
2012-01-25 22:43:44,9.41
2012-01-25 22:43:44,6.13
2012-01-25 22:43:44,15.86
2011-07-21 07:51:32,6.74
2011-07-21 07:51:32,12.41
2011-07-21 07:51:32,7.02
2010-12-01 22:04:52,9.41
2013-06-23 02:54:32,8.19
2013-06-23 02:54:32,6.45
2014-03-24 22:36:24,9.54
2014-03-24 22:36:24,8.88
2014-03-24 22:36:24,6.45
2014-03-24 22:36:24,8.44
2013-09-13 01:54:20,7.82
2013-10-14 18:30:36,12.99
2013-10-14 18:30:36,7.32
2013-10-14 18:30:36,12.69
2013-10-14 18:30:36,4.98
2013-11-18 15:07:28,8.54
2013-11-18 15:07:28,44.7
2013-11-18 15:07:28,6.17
2013-11-18 15:07:28,5.33
2013-11-18 15:07:28,7.04
2011-02-20 23:35:12,8.03
2011-02-20 23:35:12,10.79
2011-02-20 23:35:12,20.55
2011-02-20 23:35:12,14.34
2011-02-20 23:35:12,14.6
2010-02-06 19:59:16,12.11
2012-03-10 02:36:04,10.85
2012-03-10 02:36:04,13.13
2012-03-10 02:36:04,7.38
2014-04-13 17:35:52,7.45
2010-04-04 21:59:56,8.79
2010-04-04 21:59:56,14.43
2010-04-04 21:59:56,12.8
2010-04-04 21:59:56,7.19
2013-03-23 04:51:12,15.83
2010-06-29 00:22:24,46.24
2010-06-29 00:22:24,5.84
2011-10-17 12:37:56,5.71
2011-10-17 12:37:56,7.35
2012-01-30 19:07:52,11.79
2012-01-30 19:07:52,7.81
2012-01-30 19:07:52,11.03
2012-01-30 19:07:52,7.29
2012-01-30 19:07:52,11.66
2011-05-30 01:44:40,10.34
2011-05-30 01:44:40,7.57
2011-02-08 01:04:08,10.7
2012-05-23 16:25:16,6.58
2011-09-20 18:02:28,7.45
2009-10-08 10:04:36,23.68
2009-10-08 10:04:36,11.38
2009-10-08 10:04:36,27.11
2010-07-02 22:03:04,12.88
2010-07-02 22:03:04,8.61
2012-05-03 14:11:36,6.49
2012-05-03 14:11:36,9.38
2012-05-03 14:11:36,29.49
2012-05-03 14:11:36,15.03
2012-05-03 14:11:36,6.54
2013-04-04 16:31:56,12.85
2013-04-04 16:31:56,6.91
2009-12-02 15:59:56,30.84
2009-12-02 15:59:56,6.61
2010-01-03 02:03:40,9.13
2010-01-03 02:03:40,6.12
2011-08-21 10:54:24,9.79
2011-08-21 10:54:24,46.3
2011-08-21 10:54:24,14.8
2011-01-30 14:38:24,7.16
2011-01-30 14:38:24,15.2
2011-04-16 21:23:16,16.87
2011-04-16 21:23:16,11.01
2011-04-16 21:23:16,6.01
2013-10-05 19:51:04,7.11
2013-10-05 19:51:04,11.22
2013-10-05 19:51:04,14.63
2013-10-05 19:51:04,12.81
2014-10-31 08:17:44,7.56
2014-10-31 08:17:44,7.52
2014-10-31 08:17:44,7.37
2014-10-31 08:17:44,8.49
2014-10-31 08:17:44,15.9
2009-05-31 21:24:56,14.9
2014-06-04 01:50:40,11.25
2009-07-14 17:59:12,6.38
2009-07-14 17:59:12,6.71
2012-12-05 16:33:52,12.62
2012-12-05 16:33:52,28.37
2009-12-18 12:37:04,7.9
2009-12-18 12:37:04,9.12
2009-12-18 12:37:04,12.24
2009-12-18 12:37:04,9.39
2009-12-18 12:37:04,10.36
2009-12-18 12:37:04,9.96
2012-11-21 15:12:48,5.43
2011-05-03 07:01:40,13.64
2011-05-03 07:01:40,6.07
2011-05-03 07:01:40,6.73
2010-09-21 06:27:32,21.65
2010-09-21 06:27:32,10.74
2011-10-07 22:08:20,5.3
2011-10-07 22:08:20,10.45
2009-02-08 08:48:20,5.55
2013-09-24 21:16:40,8.35
2013-09-24 21:16:40,9.66
2013-09-24 21:16:40,10.97
2013-09-24 21:16:40,12.98
2013-09-24 21:16:40,12.17
2013-09-24 21:16:40,10.65
2012-03-14 19:10:48,14.12
2012-03-14 19:10:48,5.76
2012-03-14 19:10:48,10.7
2012-03-14 19:10:48,7.42
2012-03-14 19:10:48,6.72
2012-03-14 19:10:48,8.62
2012-03-14 19:10:48,11.62
2009-11-12 11:01:20,7.44
2009-11-12 11:01:20,5.35
2009-06-21 04:28:48,16.76
2009-06-21 04:28:48,13.78
2014-01-25 12:36:52,9.06
2014-01-25 12:36:52,7.56
2012-12-27 13:23:48,8.56
2011-06-28 16:09:44,6.01
2010-12-01 08:35:20,11.02
2012-11-19 12:40:40,5.55
2012-11-19 12:40:40,6.36
2012-11-19 12:40:40,7.63
2012-11-19 12:40:40,10.71
2012-11-19 12:40:40,39.3
2009-07-13 17:58:04,10.61
2009-07-13 17:58:04,6.64
2009-07-13 17:58:04,9.25
2011-06-25 11:42:36,5.68
2011-06-25 11:42:36,22.92
2012-01-26 07:33:00,12.34
2012-01-26 07:33:00,9.43
2012-01-26 07:33:00,7.25
2012-01-26 07:33:00,7.72
2012-01-26 07:33:00,10.02
2012-01-26 07:33:00,7.19
2012-01-26 07:33:00,5.72
2012-01-26 07:33:00,15.51
2012-01-26 07:33:00,7.77
2012-01-26 07:33:00,8.22
2012-01-26 07:33:00,9.52
2012-01-26 07:33:00,17.67
2012-01-26 07:33:00,13.19
2012-01-26 07:33:00,5.33
2012-01-26 07:33:00,5.92
2012-01-26 07:33:00,9.8
2012-01-26 07:33:00,7.38
2012-01-26 07:33:00,30.41
2012-01-26 07:33:00,7.27
2012-01-26 07:33:00,10.91
2012-01-26 07:33:00,29.08
2012-01-26 07:33:00,10.48
2012-01-26 07:33:00,6.56
2012-01-26 07:33:00,11.38
2012-01-26 07:33:00,11.48
2012-01-26 07:33:00,26.86
2012-01-26 07:33:00,14.46
2012-01-26 07:33:00,20.39
2012-01-26 07:33:00,11.19
2012-01-26 07:33:00,22.82
2012-01-26 07:33:00,11.61
2012-01-26 07:33:00,8.62
2012-01-26 07:33:00,7.83
2012-01-26 07:33:00,12.5
2012-01-26 07:33:00,5.56
2012-01-26 07:33:00,8.87
2012-01-26 07:33:00,6.88
2012-01-26 07:33:00,8.06
2012-01-26 07:33:00,7.43
2012-01-26 07:33:00,12.31
2012-01-26 07:33:00,7.2
2012-01-26 07:33:00,9.84
2012-01-26 07:33:00,6.57
2012-01-26 07:33:00,30.98
2012-01-26 07:33:00,6.05
2012-01-26 07:33:00,6.96
2012-01-26 07:33:00,10.35
2012-01-26 07:33:00,11.43
2012-01-26 07:33:00,8.49
2012-01-26 07:33:00,13.76
2012-01-26 07:33:00,5.31
2012-01-26 07:33:00,8.4
2012-01-26 07:33:00,8.7
2012-01-26 07:33:00,7.5
2012-01-26 07:33:00,5.6
2012-01-26 07:33:00,8.26
2012-01-26 07:33:00,14.49
2012-01-26 07:33:00,5.84
2012-01-26 07:33:00,6.37
2012-01-26 07:33:00,5.09
2012-01-26 07:33:00,11.85
2012-01-26 07:33:00,9.26
2012-01-26 07:33:00,5.95
2012-01-26 07:33:00,11.02
2012-01-26 07:33:00,12.45
2012-01-26 07:33:00,6.54
2012-01-26 07:33:00,22.12
2012-01-26 07:33:00,8.46
2012-01-26 07:33:00,6.17
2012-01-26 07:33:00,5.36
2012-01-26 07:33:00,20.8
2012-01-26 07:33:00,10.0
2012-01-26 07:33:00,15.71
2012-01-26 07:33:00,7.1
2012-01-26 07:33:00,6.96
2012-01-26 07:33:00,12.03
2012-01-26 07:33:00,6.74
2012-01-26 07:33:00,6.63
2012-01-26 07:33:00,9.99
2012-01-26 07:33:00,11.62
2012-01-26 07:33:00,9.58
2012-01-26 07:33:00,10.66
2012-01-26 07:33:00,8.13
2012-01-26 07:33:00,12.16
2012-01-26 07:33:00,27.94
2012-01-26 07:33:00,5.49
2012-01-26 07:33:00,7.15
2012-01-26 07:33:00,10.03
2012-01-26 07:33:00,10.17
2012-01-26 07:33:00,13.57
2012-01-26 07:33:00,5.92
2012-01-26 07:33:00,7.1
2012-01-26 07:33:00,13.62
2012-01-26 07:33:00,7.79
2012-01-26 07:33:00,32.05
2012-01-26 07:33:00,6.1
2012-01-26 07:33:00,5.67
2012-01-26 07:33:00,6.25
2012-01-26 07:33:00,4.81
2012-01-26 07:33:00,21.09
2012-01-26 07:33:00,5.78
2012-01-26 07:33:00,5.51
2012-01-26 07:33:00,9.89
2012-01-26 07:33:00,17.41
2012-01-26 07:33:00,10.45
2012-01-26 07:33:00,14.06
2012-01-26 07:33:00,10.55
2012-01-26 07:33:00,10.88
2012-01-26 07:33:00,12.81
2012-01-26 07:33:00,5.84
2012-01-26 07:33:00,10.98
2012-01-26 07:33:00,23.57
2012-01-26 07:33:00,8.73
2012-01-26 07:33:00,18.41
2012-01-26 07:33:00,8.02
2012-01-26 07:33:00,18.21
2012-01-26 07:33:00,12.98
2012-01-26 07:33:00,16.76
2012-01-26 07:33:00,7.3
2012-01-26 07:33:00,6.02
2012-01-26 07:33:00,6.25
2012-01-26 07:33:00,7.05
2012-01-26 07:33:00,8.5
2012-01-26 07:33:00,7.82
2012-01-26 07:33:00,10.26
2012-01-26 07:33:00,10.93
2012-01-26 07:33:00,6.76
2012-01-26 07:33:00,18.18
2012-01-26 07:33:00,5.63
2012-01-26 07:33:00,11.25
2015-03-20 23:34:40,7.69
2015-03-20 23:34:40,18.36
2015-03-20 23:34:40,6.02
2013-12-14 03:20:48,21.65
2013-12-14 03:20:48,5.16
2014-04-14 07:03:52,7.56
2014-04-14 07:03:52,11.91
2015-05-21 07:08:08,7.71
2011-08-30 16:48:24,8.23
2011-08-30 16:48:24,9.63
2011-08-30 16:48:24,7.98
2010-12-09 07:29:00,5.44
2010-12-09 07:29:00,18.04
2010-12-09 07:29:00,11.36
2010-12-09 07:29:00,5.24
2010-12-09 07:29:00,5.33
2010-12-09 07:29:00,9.17
2010-12-09 07:29:00,8.3
2010-12-09 07:29:00,16.48
2010-12-09 07:29:00,8.14
2010-12-09 07:29:00,13.32
2010-12-09 07:29:00,7.26
2010-12-09 07:29:00,9.41
2010-12-09 07:29:00,10.9
2010-12-09 07:29:00,6.44
2010-12-09 07:29:00,12.24
2010-12-09 07:29:00,9.86
2010-12-09 07:29:00,5.91
2010-12-09 07:29:00,7.91
2010-12-09 07:29:00,5.89
2010-12-09 07:29:00,5.91
2010-12-09 07:29:00,13.08
2010-12-09 07:29:00,16.24
2010-12-09 07:29:00,22.35
2010-12-09 07:29:00,9.65
2010-12-09 07:29:00,7.73
2010-12-09 07:29:00,7.19
2010-12-09 07:29:00,6.25
2010-12-09 07:29:00,9.38
2010-12-09 07:29:00,7.36
2010-12-09 07:29:00,6.54
2010-12-09 07:29:00,7.44
2010-12-09 07:29:00,6.78
2010-12-09 07:29:00,7.98
2010-12-09 07:29:00,7.14
2010-12-09 07:29:00,10.81
2010-12-09 07:29:00,9.62
2010-12-09 07:29:00,6.24
2010-12-09 07:29:00,10.12
2010-12-09 07:29:00,9.16
2010-12-09 07:29:00,7.08
2010-12-09 07:29:00,9.15
2010-12-09 07:29:00,8.29
2010-12-09 07:29:00,6.8
2010-12-09 07:29:00,6.14
2010-12-09 07:29:00,17.81
2010-12-09 07:29:00,8.04
2010-12-09 07:29:00,7.54
2010-12-09 07:29:00,5.97
2010-12-09 07:29:00,9.56
2010-12-09 07:29:00,8.13
2010-12-09 07:29:00,9.64
2010-12-09 07:29:00,6.43
2010-12-09 07:29:00,8.91
2010-12-09 07:29:00,9.74
2010-12-09 07:29:00,15.14
2010-12-09 07:29:00,5.56
2010-12-09 07:29:00,7.5
2010-12-09 07:29:00,6.2
2010-12-09 07:29:00,6.06
2010-12-09 07:29:00,6.66
2010-12-09 07:29:00,4.89
2010-12-09 07:29:00,7.47
2010-12-09 07:29:00,5.57
2010-12-09 07:29:00,8.73
2010-12-09 07:29:00,6.43
2010-12-09 07:29:00,6.72
2010-12-09 07:29:00,31.2
2010-12-09 07:29:00,7.41
2010-12-09 07:29:00,11.29
2010-12-09 07:29:00,49.53
2010-12-09 07:29:00,9.67
2010-12-09 07:29:00,6.25
2010-12-09 07:29:00,6.02
2010-12-09 07:29:00,6.69
2010-12-09 07:29:00,7.83
2010-12-09 07:29:00,9.62
2010-12-09 07:29:00,18.7
2010-12-09 07:29:00,6.23
2010-12-09 07:29:00,7.9
2010-12-09 07:29:00,6.48
2010-12-09 07:29:00,13.43
2010-12-09 07:29:00,9.23
2010-12-09 07:29:00,7.53
2010-12-09 07:29:00,14.39
2010-12-09 07:29:00,7.83
2010-12-09 07:29:00,43.03
2010-12-09 07:29:00,9.42
2010-12-09 07:29:00,9.77
2010-12-09 07:29:00,8.53
2010-12-09 07:29:00,5.89
2010-12-09 07:29:00,7.25
2010-12-09 07:29:00,12.59
2010-12-09 07:29:00,7.72
2010-12-09 07:29:00,30.95
2010-12-09 07:29:00,7.61
2010-12-09 07:29:00,7.9
2010-12-09 07:29:00,12.38
2010-12-09 07:29:00,10.91
2010-12-09 07:29:00,8.86
2010-12-09 07:29:00,11.75
2010-12-09 07:29:00,8.67
2010-12-09 07:29:00,11.4
2010-12-09 07:29:00,10.99
2010-12-09 07:29:00,7.7
2010-12-09 07:29:00,15.36
2010-12-09 07:29:00,8.01
2010-12-09 07:29:00,12.27
2010-12-09 07:29:00,6.98
2010-12-09 07:29:00,20.84
2010-12-09 07:29:00,9.01
2010-12-09 07:29:00,7.5
2010-12-09 07:29:00,8.04
2010-12-09 07:29:00,9.73
2010-12-09 07:29:00,8.74
2010-12-09 07:29:00,12.64
2010-12-09 07:29:00,5.64
2010-12-09 07:29:00,8.72
2010-12-09 07:29:00,46.49
2010-12-09 07:29:00,8.27
2010-12-09 07:29:00,6.19
2010-12-09 07:29:00,10.96
2010-12-09 07:29:00,6.85
2010-12-09 07:29:00,7.38
2010-12-09 07:29:00,6.05
2010-12-09 07:29:00,10.2
2010-12-09 07:29:00,10.06
2010-12-09 07:29:00,10.48
2010-12-09 07:29:00,7.74
2010-12-09 07:29:00,7.21
2010-12-09 07:29:00,12.18
2010-12-09 07:29:00,7.06
2011-09-25 13:01:20,8.44
2011-09-25 13:01:20,8.03
2011-09-25 13:01:20,8.95
2011-09-25 13:01:20,14.38
2011-09-25 13:01:20,6.4
2012-09-08 04:35:16,22.56
2012-05-08 03:50:00,22.31
2012-05-08 03:50:00,6.39
2012-05-08 03:50:00,15.29
2012-05-08 03:50:00,8.9
2012-05-08 03:50:00,16.66
2012-05-08 03:50:00,8.93
2012-05-08 03:50:00,7.52
2012-05-08 03:50:00,6.87
2012-05-08 03:50:00,15.47
2010-10-06 21:23:24,6.47
2010-10-06 21:23:24,8.87
2010-10-06 21:23:24,10.54
2010-10-06 21:23:24,8.12
2010-10-06 21:23:24,6.83
2014-05-17 02:47:12,12.2
2009-07-31 07:30:56,6.0
2009-07-31 07:30:56,8.03
2012-03-06 07:33:04,11.18
2009-01-29 22:15:48,12.43
2013-03-17 12:44:04,7.59
2014-06-18 09:23:32,14.64
2011-09-21 13:15:36,7.37
2011-09-21 13:15:36,7.06
2011-09-21 13:15:36,7.44
2011-09-21 13:15:36,47.92
2015-03-12 19:43:24,18.17
2015-03-12 19:43:24,30.06
2015-03-12 19:43:24,7.43
2015-03-12 19:43:24,12.53
2014-01-18 17:43:28,7.73
2014-01-18 17:43:28,6.35
2014-01-18 17:43:28,12.44
2014-01-18 17:43:28,11.5
2011-04-05 01:15:44,11.41
2011-04-05 01:15:44,12.15
2011-09-04 01:36:36,15.96
2010-08-09 08:53:56,10.57
2010-08-09 08:53:56,9.21
2010-08-09 08:53:56,12.77
2010-08-09 08:53:56,16.02
2010-08-09 08:53:56,9.98
2010-03-27 07:05:08,5.83
2011-11-16 12:52:52,7.18
2011-11-16 12:52:52,10.21
2011-11-16 12:52:52,49.09
2009-10-29 10:48:40,8.77
2009-10-29 10:48:40,11.11
2015-02-01 00:48:44,16.54
2015-02-01 00:48:44,9.08
2015-02-01 00:48:44,8.12
2015-02-01 00:48:44,8.26
2015-02-01 00:48:44,13.17
2014-04-03 02:31:08,8.46
2010-07-04 03:28:44,19.73
2009-03-31 23:01:36,9.17
2009-03-31 23:01:36,28.78
2009-03-31 23:01:36,14.97
2012-02-02 00:49:56,7.31
2012-02-02 00:49:56,14.11
2012-02-02 00:49:56,16.84
2012-02-02 00:49:56,16.23
2014-01-26 15:28:52,8.43
2012-02-14 15:32:40,6.41
2012-02-14 15:32:40,6.2
2012-02-14 15:32:40,8.15
2012-02-14 15:32:40,8.4
2011-12-06 11:07:40,15.96
2011-12-06 11:07:40,6.47
2011-07-12 19:41:48,15.31
2011-07-12 19:41:48,10.98
2011-07-12 19:41:48,8.44
2010-09-16 14:27:16,8.33
2010-09-16 14:27:16,10.84
2010-09-16 14:27:16,10.04
2010-09-16 14:27:16,11.3
2014-06-11 01:13:40,11.47
2013-05-18 15:28:40,8.05
2013-05-18 15:28:40,8.26
2015-02-14 20:20:56,9.13
2015-02-14 20:20:56,7.33
2015-02-14 20:20:56,6.17
2009-01-22 12:27:20,6.57
2011-04-23 21:22:20,5.82
2013-09-01 17:57:04,5.59
2013-09-01 17:57:04,7.31
2013-04-22 13:19:16,14.47
2013-04-22 13:19:16,9.68
2013-04-22 13:19:16,6.5
2015-02-21 18:39:16,6.1
2009-04-23 00:05:40,30.26
2009-04-23 00:05:40,9.32
2012-05-28 05:48:40,32.59
2010-01-03 20:04:52,16.34
2013-03-09 21:40:52,12.44
2013-03-09 21:40:52,7.66
2011-04-21 08:22:32,5.77
2011-02-20 09:22:16,29.26
2011-02-20 09:22:16,9.31
2010-07-22 09:37:12,8.24
2010-07-22 09:37:12,7.05
2010-07-22 09:37:12,9.28
